songID,SongDetail,artistName,debuteDate,lyricContent,Source,Genre,Category,,genre,C
54,traces,classics iv,1969, faded photographs covered now with lines and creases tickets torn in half memories in bits and pieces traces of love long ago that didnt work out right traces of loveribbons from her hair souvenirs of days together the ring she used to wear pages from an old love letter traces of love long ago that didnt work out right traces of love with me tonighti close my eyes and say a prayer that in her heart shell find a trace of love still there somewhere ohtraces of hope in the night that shell come back and try these traces of tears from my eyes oh yeah ,1,Country_music,Country folk,,2473,
55,its getting better,mama cass elliot,1969, once i believed that when love came to me it would come with rockets bells and poetry but with me and you it just started quietly and grew and believe it or not now theres something groovy and good bout whatever we gotand its getting better growing stronger warm and wilder getting better everyday better everyday i dont feel all turned on and starry eyed i just feel a sweet contentment deep inside holding you at night just seems kind of natural and rightand its not hard to see that it isnt half of what its going to turn out to be cause its getting better growing stronger warm and wilder getting better everyday better everyday ba da da da da da da da da da da daand i dont mind waitin dont mind waitin cause no matter how long it takes the two of us know that its getting better growing stronger warm and wilder getting better everyday better everyday ,1,Country_music,Country folk,,2474,
56,this magic moment,jay and the americans,1969,this magic moment so different and so new was like any other until i kissed you and then it happened it took me by surprise i knew that you felt it too by the look in your eyes sweeter than wine   sweeter than wine softer than a summer night   softer than a summer night everything i wanna have   everything everything whenever i hold you tight this magic moment   this magic moment while your lips are close to mine will last forever forever till the end of time   this magic moment this magic moment sweeter than wine   sweeter than wine softer than a summer night   softer than a summer night everything i wanna have   everything everything whenever i hold you tight this magic moment   this magic moment while your lips are close to mine will last forever forever till the end of time   this magic moment magic magic magic moment magic magic magic moment magic magic magic moment magic,3,Country_music,Country folk,,2475,
57,runaway child running wild,the temptations,1969,you played hooky from school and you cant go out to play yeah mama said for the rest of the week in your room you gotta stay yeah now you feel like the whole worlds pickin on you but deep down inside you know it aint true youve been punished because your mother wants to raise you the right way yeah but you dont care cause you already made up your mind you wanna run away yeah youre on your way run away child running wild run away child running wild better come back home where you belong roaming through the city going nowhere fast youre on your own at last hey its getting late where will you sleep gettin kinda hungry you forgot to bring something to eat oh lost with no money you start to cry but remember you left home wanting to be grown so dry your weepin eyes siren screamin down neon light is flickin you want your mama theres nothing for you youre frightened and confused i want my mama but shes much too far away she cant hear a word you say you heard some frightening news on the radio about little boys running away from home and their parents dont see them no more you wanna stop and hitch a ride and go home but your mama told you never trust a stranger and you dont know which way to go streets are dark and deserted not a sound nor sign of life how you long to hear your mothers voice cause youre lost and alone but remember you make the choice run away child running wild you better go back home where you belong run away child running wild you better go back home where you belong youre lost in this great big city go back home where you belong not one familiar face aint it a pity go back home where you belong oh run away child running wild you better go back home where you belong oh yeah mama mama mama please come and see about me but shes much too far away she cant hear a word you say yeah youre frightened and confused which way will you choose i want my mama i want my mama i want my mama listen to your heart beat listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong listen to your heart beat its beating much too fast go back home where you belong,3,Country_music,Country folk,,2476,
58,hawaii fiveo,the ventures,1969, hawaii fiveo theme tune hawaii fiveo theme hawaii fiveo theme tune hawaii fiveo themepolynesians coming for you polynesians in a bigass canoe hawaii fiveo theme tune hawaii fiveo themeetc ,1,Country_music,Country folk,,2477,
59,galveston,glen campbell,1969, galveston oh galveston i still hear your seawinds blowing i still see her dark eyes glowing she was twenty one when i left galvestongalveston oh galveston i still hear your seawaves crashin while i watch the cannons flashin i clean my gun and dream of galvestoni still see her standing by the water standing there looking out to sea and is she waiting there for me on the beach where we used to run galveston oh galveston i am so afraid of dying before i dry the tears shes crying before i watch your sea birds flying in the sun at galveston at galveston ,1,Country_music,Country folk,,2478,
60,im gonna make you mine,lou christie,1969, ill try every trick in the book with every step that you take everywhere that you look just look and youll find ill try to get to your soul ill try to get to your mindim gonna make you mine i know ill never give up im at the end of my rope from the morning till supper time youll find ill be waiting in line ill be waiting in lineim gonna make you mine baby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mineill try every trick in the book with every step that you take everywhere that you look just look and youll find ill be waiting in line ill be waiting in lineim gonna make you mine baby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mineill be a hardlovin pushin kind of individual knockin night and day at your door youll have to turn me away like an indestructible forcebaby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mineill try every trick in the book with every step that you take everywhere that you look just look and youll find ill try to get to your soul ill try to get to your mindim gonna make you mine baby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you minebaby im gonna make you mine make you mine im gonna make you mine baby im gonna make you mine im gonna make you mine ,1,Country_music,Country folk,,2479,
61,gitarzan,ray stevens,1969, hes free as the breeze hes always at ease he lives in the jungle and hangs by his knees as he swings through the trees without a trapeze in his bvdshes got a union card and hes practicing hard to play the guitar gonna be a big star yeah hes gonna go far and carry moonbeams home in a jarhe ordered chets guitar course cod makes a and e and hes working on b digs c and w and r and b and me and the chimpanzees agree that one day soon hell be a celebrityget it get it get it get it get itgitarzan hes a gitar man hes all you can stand give him a hand gitarzanhes got a girl named jane with no last name kinda homely and plain but he loves her just the same cause she kindles the flame and it drives him insane when he hears her say she really does her thing its her claim to fame come on sing one janebaby baby oh baby baby oh babyhow about that lets hear for jane yeah thank you folkswell theyve got a pet monkey he likes to get drunk and sing boogie woogie and it sounds real funky come on your time boy sing one monkey you golets hear it for the monkey ohon saturday night they need some excitement jane gets right and the monkey gets tight and their voices unite in the pale moonlight and it sounds all right yeah its dynamite its out of sight lets hear it right nowbaby baby oh baby baby shut up baby im trying to sing babyget it get it get it get itgitarzan and his jungle band and theyre all you can stand give him a hand gitarzan oh babygitarzan and his jungle band theyre all you can stand give him a hand gitarzan ,1,Country_music,Country folk,,2480,
62,can i change my mind,tyrone davis,1969, aw she didnt bat an eye as i packed my bags to leave i thought she would start to cry or sit around my room and grievebut yall the girl she fooled me this time she acted like i was the last thing on her mind i would like to start all over againbaby can i change my mind i just wanna change my mind baby let me change my mindas i took those steps toward that open door knowing all the time oh lord i just didnt wanna go but she didnt give me no sign nothing that would make me change my mind i would like to start all over againbaby can i change my mind please please please baby i just wanna change my mindoh i played my games many times before but peoples let me tell yall oh i never reached the door but ooh the winds howl tonight i keep lookin back but my babys nowhere in sight i would like to start all over againbaby can i change my mind please please please baby baby let me change my mindbaby can i change my mind please please please baby baby let me change my mindbaby can i change my mind please please please baby baby let me change my mind  ,1,Country_music,Country folk,,2481,
63,time is tight,booker t  the mgs,1969,NA,NA,Country_music,Country folk,,2482,
64,this girls in love with you,dionne warwick,1969,warwick dionne miscellaneous this girls in love with you this girl is in love with you                        hal davidburt bacharach                           dionne warwick  1969                            herb albert  1968 you see this girl this girls in love with you yes im in love who looks at you the way i do when you smile i can tell it know each other very well how can i show you im glad i got to know you cause ive heard some talk they say you think im fine this girls in love and what id do to make you mine tell me now is it so dont let me be the last to know my hands are shakin dont let my heart keep breaking cause i need your love i want your love say youre in love and youll be my guy if not ill just die tell me now is it so dont let me be the last to know my hands are shakin dont let my heart keep breaking cause i need your love i want your love say youre in love and youll be my guy if not ill just die c interworld musicblue seas music incjac music    fermin torres villegas                        union de universidades de america latina      universidad nacional autonoma de mexico       email  fermintvservidorunammx            tel 525 6220562                       ,3,Country_music,Country folk,,2483,
65,color him father,the winstons,1969,theres a man at my house hes so big and strong goes to work each day stays all day long come home each night lookin tired and beat sits down at the dinner table and have a bite to eat never a frown always a smile when he says to me how my child i said that ive been studyin hard all day in school tryin very hard to understand the golden rule i think ill color him father gonna color him love said im gonna color him father i got to color the man love yes i will he says that education is the thing if you wanna compete without it son life aint very sweet i love that man and i dont know why except ill need his strength until the day that i die my mother loved him and i could tell by the way she looks at him when he holds my little sister nell i heard her sayin just the other day that if it hadnt been for him she could not found her way im gonna color him father gonna color him love said im gonna color him father i got to color the man love yes i will you see a real old man he got killed in the war and she knew her and seven kids could not gone very far i thought i heard her sayin shed never love again but then there he stood with that big wide grin he married my mother and he took us in and now we belong to the man with that big wide grin im gonna color him father gonna color him love said 挞im gonna color him father yeah ive got to color the man love yes i will挞 hes not been so good to me and were one happy family hes that incomprehensible and he incomprehensible i can trust,3,Country_music,Country folk,,2484,
66,black pearl,checkmates ltd,1969,ooh hoo yeah yeah yeah my my my my black pearl precious little girl let me put you up where you belong black pearl pretty little girl you been in the background much too long you been working so hard your whole life through tending other peoples houses raising up their children too hey how about something for me and you here in my arms youre gonna reign supreme no more serving baby theyre gonna serve my queen its our turn for happiness and our day has come living for each other answering to no one black pearl precious little girl let me put you up where you belong because i love you black pearl pretty little girl you been in the background much too long together well stand so straight and so tall created by love to love one and all hey heart to heart soul to soul no other one could ever take your place my world is built around the very smile thats on your face youll never win a beauty show no they wont pick you but youre my miss america i love you black pearl precious little girl let me put you up where you belong black pearl pretty little girl you been in the background much too long ooh hoo yeah yeah yeah my my my my babe you know i need you know i want to keep you for myself i dont want nobody else now baby i love you you know i need you you know i got to got to got to have you baby come on baby come on come on come on and be my baby you know i love you i dont need nobody else let me put you up where you belong,3,Country_music,Country folk,,2485,
67,indian giver,1910 fruitgum company,1969, i can still remember it wasnt long ago things you used to tell me you said i had to know told me that you loved me and that you always would then i said i loved you you said that that was good girl you made a promise said youd never want me to go oh no indian giver indian giver you took your love away from me indian giver indian giver took back the love you gave to me baby i was feeling the way i want to feel you had me believing the love we had was real things we did together you said theyd never end now until forever yeah that was what you said girl when i was down i knew youd always be there oh yeah indian giver indian giver you took your love away from me indian giver indian giver took back the love you gave to me ,1,Country_music,Country folk,,2486,
68,mother popcorn,james brown,1969, yeah yeahyeah yeah yeah yeah popcorn yeah yeah yeah popcornsome like em fat and some like em tall some like em short skinny legs and all i like em tall i like em proud and when they walk you know they draw a crowd see you gotta have a mutha for me yeah yeah yeah ah come ona lookahere there was a time when i was all alone i had a secret thought i was gone somebody done me said now i see what you are doin brother to stay ahead of me and when i get burndt ha i use some salve and when i want some lovin a mother she got to have see you got to have a mother for meyeah popcorn oh uh yeah yeah yeah yeah yeah eeee yeah do the popcorn hu ooooooooh ooooooooh popcorn uh yeahyeahyeahlookahere ha good lord hu hu lookaheredo the popcorn and do the horse show everybody where you at you gotta be boss the way you do your little thing step in a small ring and jump back baby james brown gonna do his thing popcorn yeah yeah yeahsometime sometime im feelin low sometime im feelin low i call another brother talkin about maceo maceo blow your horn dont talk no trash hu play me some popcorn maceo come on uhpopcorn hu ah ,1,Country_music,Country folk,,2487,
69,twentyfive miles,edwin starr,1969,  ,1,Country_music,Country folk,,2488,
70,things id like to say,new colony six,1969,baby is he looking after you is he showing you the same love the warm love just like we knew baby baby its you im thinking of in the morning when i wake up in the evening its you that i dream of sometimes love hurts and sometimes loves unkind and sometimes you might feel blue but remember now darling if his words are real this will never never happen to you baby baby theres things id like to say i was hoping that with our love we would get married some day baby baby its you im thinking of in the morning when i wake up in the evening its you that i dream of sometimes love hurts and sometimes loves unkind and sometimes you might feel blue but remember now baby if his words are real this will never never happen to you baby baby theres things id like to say i was hoping that with our love we would get married some day,5,Country_music,Country folk,,2489,
71,when i die,motherlode,1969,when i die i hope to be a better man than you thought id be its been hard to make you see what kind of man im tryin to be all i ask for you to try to understand what it means to me its not hard to understand why you get discouraged all the time i keep tryin not to worry but i cant help feelin lost in you but i looooove you love you and i need you time goes by and youll find that well achieve a love sublime when i die i hope to be a better man than you thought id be its not hard to understand why you get discouraged all the time i keep tryin not to worry but i cant help feelin lost in you cause i love you and i want you cause i got to got to have you cause i cause i need you when i die i hope to be a better man than you thought id be be the kind of man that you thought id,3,Country_music,Country folk,,2490,
72,thats the way love is,marvin gaye,1969, ah baby as the bitter tears fall from your eyes oh a thousand times you ask yourself why the one guy you love has departed oh youre left alone and brokenhearted ooh love just comes and it goes how long its gonna last say nobody knowsthats the way love is baby thats the way love is sure enough how it is oh thats the way love is sugar thats how it is thats the way love is sure enough how it isoh thats how it is my little dalin i know youre walkin down a lonesome road and your heart is carryin a heavy load i know you feel like you aint got a friend aint got a friend oh and your whole world is cavin in whole world cavin in oh but nows the time to be strong to be strong you gotta forget him now that hes gone now that hes gone and rememberthats the way love is honey thats the way love is sure enough how it is thats the way love is baby thats how it is thats the way love is sure enough how it isoh oh my little darlinoh baby ooh oh listen to me little darlin the road of love gets rough sometimes dont let it get the best of you said ive been hurt by another so many times so i know just what youre goin through oh you wish that you were never born you gotta forget him now that hes gone just rememberthats the way love is baby thats the way love is sure enough how it is oh thats the way love is honey thats the way love is sure enough how it isthats how it is so wipe away your tearslove is here today and gone tomorrow thats the way love is sure enough how it is ii say all of your joys turn to sorrow thats the way love is sure enough how it is oh one day gladness next day sadness ,1,Country_music,Country folk,,2491,
73,everybodys talkin,harry nilsson,1969, everybodys talking at me i dont hear a word theyre saying only the echoes of my mindpeople stopping staring i cant see their faces only the shadows of their eyesim going where the sun keeps shining through the pouring rain going where the weather suits my clothesbanking off of the northeast winds sailing on a summer breeze and skipping over the ocean like a stoneim going where the sun keeps shining through the pouring rain going where the weather suits my clothesbanking off of the northeast winds sailing on a summer breeze and skipping over the ocean like a stoneeverybodys talking at me cant hear a word theyre saying only the echoes of my mindi wont let you leave my love behind no i wont let you leave i wont let you leave my love behind ,1,Country_music,Country folk,,2492,
74,the worst that could happen,johnny maestro  the brooklyn bridge,1969,girl i heard youre getting married girl i heard youre getting married this time youre really sure and this is the end they say you really mean it this guys the one that makes you feel so safe so sane and so secure and baby if he loves you more than me maybe its the best thing maybe its the best thing for you but its the worst that could happen to me im never gettin married never gettin married you know thats not my scene but a girl like you needs to be married ive known all along you couldnt live forever in between and baby if he loves you more than me maybe its the best thing maybe its the best thing for you but its the worst that could happen oh to me and girl i dont really blame you for having a dream of your own hey girl i dont really blame you a woman like you needs a house and a home baby if he really loves you more than me maybe its the best thing maybe its the best thing for you but its the worst that could happen oh girl dont wanna get married girl im never never gonna marry no no oh its the worst that could happen the worst that could happen baby baby baby the worst that could happen,3,Country_music,Country folk,,2493,
75,the chokin kind,joe simon,1969,i only meant to love you didnt you know it babe didnt you know it why couldnt you be content with the love i gave oh yeah i gave you my heart but you wanted my mind oh yeah your love scared me to death girl oh its the chokin kind thats all it is you can kill a man with a bottle of poison or a knife i know you can and hurt him more to take his pride and run his life oh its a shame girl whatever you want girl i surely hope you find oh yeah i tell you that hat dont fit my head oh its the chokin kind it makes me wanna oh yeah oh listen to me when you fall in love again girl take a tip from me oh yeah if you dont like the peach dont bite the tree thats what you better do honey find what you want girl keep it treat it sweet and kind oh yeah oh let it breathe dont make it the chokin kind oh no dont break your heart baby oh no i know you love me really i do honey i tell you your love scares me to death girl its the chokin kind thats all it is i got to say it again its that old chokin kind,3,Country_music,Country folk,,2494,
76,smile a little smile for me,the flying machine,1969,you really should accept this time hes gone for good hell never come back now even though he said he would so darling dry your eyes so many other guys would give the world im sure to wear the shoes he wore oh cmon smile a little smile for me rosemarie whats the use in cryin in a little while youll see rosemarie you must keep on tryin i know that he hurt you bad i know darling dont be sad and smile a little smile for me rosemarie rosemarie i guess youre lonely now loves comin to an end but darling only now are you free to start again lift up your pretty chin dont let those tears begin youre a big girl now and youll pull through somehow oh cmon smile a little smile for me rosemarie whats the use in cryin in a little while youll see rosemarie you must keep on tryin i know that he hurt you bad i know darling dont be sad and smile a little smile for me rosemarie rosemarie smile a little smile for me rosemarie rosemarie,3,Country_music,Country folk,,2495,
77,polk salad annie,tony joe white,1969, if some of yall never been down south too much im gonna tell you a little bit about this so that youll understand what im talkin about down there we have a plant that grows out in the woods and in the fields looks somethin like a turnip green and everybody calls it polk salad polk salad used to know a girl lived down there and shed go out in the evenings and pick her a mess of it carry it home and cook it for supper cause thats about all they had to eat but they did all rightdown in louisiana where the alligators grow so mean there lived a girl that i swear to the world made the alligators look tame polk salad annie polk salad annie everybody said it was a shame cause her momma was a workin on the chain gang a mean vicious womaneveryday for supper time shed go down by the truck patch and pick her a mess of polk salad and carry it home in a tow sack polk salad annie the gators got your granny everybody says it was a shame cause her momma was a workin on the chain gang a wretched spiteful straightrazor totin woman lord have mercy pick a mess of ither daddy was lazy and no count claimed he had a bad back all her brothers were fit for was stealin watermelons out of my truck patch polk salad annie the gators got your granny everybody said it was a shame cause her momma was a workin on the chain gang sock a little polk salad to me you know i need me a mess of it ,1,Country_music,Country folk,,2496,
78,ruby dont take your love to town,kenny rogers  the first edition,1969,NA,NA,Country_music,Country folk,,2497,
79,games people play,joe south,1969, oh the games people play now every night and every day now never meaning what they say now never saying what they meanwhile they wile away the hours in their ivory towers till theyre covered up with flowers in the back of a black limousinechorus lada da da da da da da lada da da da da de talking bout you and me and the games people playoh we make one another cry break a heart then we say goodbye cross our hearts and we hope to die that the other was to blamebut neither one ever will give in so we gaze at an eight by ten thinking bout the things that might have been and its a dirty rotten shamerepeat choruspeople walking up to you singing glory hallelujah and they try to sock it to you in the name of the lordtheyre gonna teach you how to meditate read your horoscope cheat your fate and further more to hell with hate come on and get on boardrepeat choruslook around tell me what you see whats happening to you and me god grant me the serenity to remember who i amcause youve given up your sanity for your pride and your vanity turned your back on humanity and you dont give a da da da da darepeat chorus ,1,Country_music,Country folk,,2498,
80,you showed me,the turtles,1969,you showed me how to do exactly what you do how i fell in love with you oh its true oh i love you you showed me how to say exactly what you say in that very special way oh its true you fell for me too and when i tried it i could see you fall and i decided its not a trip at all you taught it to me too exactly what you do and now you love me too oh its true were in love we two na na na na na na na na na na na na na na na na oh oh oh oh oh were in love we two we two you showed me how to do exactly what you do how i fell in love with you you showed me how to say exactly what you say in that very special way you taught it to me too exactly what you do and now you love me too now you love me too now you love me too now you love me too ,3,Country_music,Country folk,,2499,
81,tracy,the cuff links,1969,  ,1,Country_music,Country folk,,2500,
82,oh what a night,the dells,1969, do you recall the night that very very special night do you remember a girl that very special girl well to the old and to the new we rededicate this song to youoh what a night to love you dear oh what a night to hold you near oh what a night to squeeze you dear thats why i love you sooh what a night to love you dear oh what a night to want you dear oh what a night to kiss you dear thats why i love you soi wont forget all those things you have told to me the craze in my heart wont let me forget your loveoh what a night to love you dear oh what a night to want you dear oh what a night to kiss you dear thats why i love you sooh what a night to love you dear oh what a night to want you dear oh what a night to kiss you dear thats why i love you sono no no no no no no no no no one more night i wanna hold you one more night i wanna make love to you one more night i want you baby i want you baby i need you baby i love you baby one more night ,1,Country_music,Country folk,,2501,
83,something,the beatles,1969,something in the way she moves attracts me like no other lover something in the way she woos me i dont want to leave her now you know i believe and how somewhere in her smile she knows that i dont need no other lover something in her style that shows me i dont want to leave her now you know i believe and how youre asking me will my love grow i dont know i dont know you stick around now it may show i dont know i dont know something in the way she knows and all i have to do is think of her something in the things she shows me i dont want to leave her now you know i believe and how,3,Country_music,Country folk,,2502,
84,this girl is a woman now,gary puckett  the union gap,1969,this girl walked in dreams playing in a world of her own this girl was a child existing in a playground of stone then one night her world was changed her life and dreams were rearranged and she would never be the same again this girl is a woman now shes learned how to live this girl is a woman now shes found out what its all about and shes learning learning to live this girl tasted love as tender as the gentle dawn she cried a single tear a teardrop that was sweet and warm our hearts told us we were right and on that sweet and velvet night a child had died a woman had been born this girl is a woman now shes learned how to live this girl is a woman now shes found out what its all about and shes learning learning to live this girl is a woman now shes learned how to live this girl is a woman now shes found out what its all about and shes learning learning learning to live this girl is a woman now shes learned how to live,3,Country_music,Country folk,,2503,
85,come together,the beatles,1969,guns n roses miscellaneous come together the beatles here come ol flatttop he come groovin up slowly he got ju ju eyball he one holy roller he got hair down to his knee got to be a joker he just do what he please he wear no shoeshine he got toejam football he got monkey finger he shoot cocacola he say i know youyou know me one thing i can tell you is youve got to be free come togetherright now over me he bag production he got walrus gumboot he got ono sideboard he one spinal cracker he got feetdown below his knee hold you in his armchair you can feel his disease come togetherright now over me he rollercoaster he got early warning he got muddy water he one mojo filter he say one and one and one is three got to be good lookin cause hes so hard to see come togetherright now over me come togetheryeah come togetheryeah come togetheryeah come togetheryeah,3,Country_music,Country folk,,2504,
86,ramblin gamblin man,bob seger system,1969,yeah im gonna tell my tale come on come on give a listen cause i was born lonely down by the riverside learned to spin fortune wheels and throw dice and i was just thirteen when i had to leave home knew i couldnt stick around i had to roam aint good looking but you know i aint shy aint afraid to look it girl hear me out so if you need some lovin and you need it right away take a little time out and maybe ill stay chorus but i got to ramble ramblin man oh i got to gamble gamblin man got to got to ramble ramblin man i was born a ramblin gamblin man yeah yeah yeah yeah alright here we go now now im out of money cause you know i need some i aint around to love you now and i gotta run gotta keep moving never gonna slow down you can have your funky world see you round chorus,3,Country_music,Country folk,,2505,
87,im gonna make you love me,the supremes  the temptations,1969,NA,NA,Country_music,Country folk,,2506,
88,i heard it through the grapevine,marvin gaye,1969, i bet youre wonderin how i knew bout your plans to make me blue with some other guy you knew before between the two of us guys you know i loved you more it took me by surprise i must say when i found out yesterday dont you know that i heard it through the grapevine not much longer would you be mine oh i heard it through the grapevine oh im just about to lose my mindhoney honey yeah i heard it through the grapevine not much longer would you be mine babyi know a man aint supposed to cry but these tears i cant hold inside losin you would end my life you see cause you mean that much to me you could have told me yourself that you loved some one else instead i heard it through the grapevine not much longer would you be mine oh i heard it through the grapevine and im just about to lose my mindhoney honey yeah i heard it through the grapevine not much longer would you be mine babypeople say believe half of what you see son and none of what you hear but i cant help but be confused if its true please tell me dear do you plan to let me go for the other guy you loved beforedont you know i heard it through the grapevine not much longer would you be mine baby yeah i heard it through the grapevine just about to lose my mind honey honey yeah i heard it through the grapevine not much longer would you be mine baby yeahhoney honey yeah i heard it through the grapevine not much longer would you be mine baby yeah yeah i heard it through the grapevine not much longer would you be mine baby yeah yeah ,1,Country_music,New Mexico music,,2507,
89,gimme gimme good lovin,crazy elephant,1969,crazy elephant miscellaneous gimme gimme good lovin gimme gimme good lovin crazy elephant from atlanta georgia to the gulf stream water to california im gonna spend my life both night and day say gimme gimme good lovin every night hey you know its alright child gimme gimme good lovin make it alright ha ha ha ha ha to the girls in frisco to the girls in new york to the girls in texican you gotta understand that baby im your man i say gimme gimme good lovin every night yeh you know its alright now gimme gimme good lovin make it alright ha ha ha ha ha,3,Country_music,New Mexico music,,2508,
90,hang em high,booker t  the mgs,1969,NA,NA,Country_music,New Mexico music,,2509,
91,your good thing is about to end,lou rawls,1969,  ,1,Country_music,New Mexico music,,2510,
92,baby im for real,the originals,1969,NA,NA,Country_music,New Mexico music,,2511,
93,oh happy day,edwin hawkins singers,1969,oh happy day oh happy day oh happy day oh happy day when jesus washed oh when he washed when jesus washed he washed my sins away oh happy day oh happy day oh happy day oh happy day when jesus washed oh when he washed when jesus washed he washed my sins away oh happy day oh happy day he taught me how he taught me taught me how to watch he taught me how to watch and fight and pray fight and pray yes fight and pray and hell rejoice and hell and hell rejoice in things we say and hell rejoice in things we say things we say yes things we say oh happy day oh happy day oh happy day oh happy day oh happy day oh happy day oh happy day oh happy day when jesus washed oh when he washed he washed my sins away he taught me how to watch fight and pray fight and pray oh happy day oh happy day when jesus washed oh when he washed he washed my sins away well live rejoicing every day every day oh happy day oh happy day when jesus washed oh when he washed he washed my sins away,3,Country_music,New Mexico music,,2512,
94,love me tonight,tom jones,1969, i know that its late and i really must leave you alone but youre good to hold and i feel such a long way from home yes i know that our love is too new but i promise its gonna be true please let me stay dont you send me away oh no notell me baby that you need me say youll never leave me love me tonight hold me now my heart is aching and until the dawn is breaking love me tonightsomething is burning inside something that cant be denied i cant let you out of my sight darling love me tonight let me love you baby let me love you baby baby love me tonightive waited so long for the girl of my dreams to appear and now i can hardly believe that you really are here here in my arms you belong how can this feeling be wrong darling be kind for im out of my mind over youtell me baby that you need me say youll never leave me oh love me tonight baby now the pain is stronger i cant wait a moment longer love me tonightsomething is burning inside something that cant be denied i cant let you out of my sight darling love me tonight let me love you baby let me love you baby let me love you tonight love me tonight ,1,Country_music,New Mexico music,,2513,
95,mr sun mr moon,paul revere  the raiders,1969,life is bringing you so down you dont think you can make it every night is a show down every day is just fake it let me show you a new place if you follow directions youll be wearing a new face add it to your collection come on refrain mr sun make it fine shine on down for this baby of mine mr moon come on through when mr sun goes well be counting on you refrain let me show you a new place if you follow directions youll be wearing a new face add it to your collection and if you are interested in what im trying to say look at me your heart is starting to gain on you refrain refrain refrain mr sun make it fine shine on down for this baby of mine mr moon come on through ohhh were counting on you,3,Country_music,New Mexico music,,2514,
96,laughing,the guess who,1969,i should laugh but i cry because your love has passed me by you took me by surprise you didnt realize that i was waiting time goes slowly but carries on and now the best years have come and gone you took me by surprise i didnt realize that you were laughing laughing 挞cause youre doin it to me laughing it aint the way it should be you took away everything i had you put the hurt on me laughing 挞cause youre doin it to me laughing it aint the way it should be you took away everything i had you put the hurt on me id go alone now calling your name after losing at the game you took me by surprise i didnt realize that you were laughing time goes slowly but carries on and now the best years the best years have come and gone you took me by surprise i didnt realize that you were laughing laughing 挞cause youre doin it to me laughing it aint the way it should be you took away everything i had you put the hurt on me laughing 挞cause youre doin it to me laughing what youre doin to me you took away everything i had you put the hurt on me laughing ha ha ha laughing ha ha ha laughing were you laughing at me laughing were you laughing at me laughing what you doin to me girl laughing incomprehensible,3,Country_music,New Mexico music,,2515,
97,my whole world ended the moment you left me,david ruffin,1969, last week my life had meaning it was beautiful and so sweet but now its nothing nothing without you baby my whole world is incomplete cause honey i cant see you no more that was all that you said baby but you just might as well have placed a gun to my head baby baby oh why did you do itmy whole world ended the moment you left me yeah yes it did honey my whole world ended the moment you left me it tumbled down to the ground babydid you ever mean those sweet things ah that you use to say did you mean em baby of a house with a lovely lovely garden and a little baby someday oh tell me baby where did i go wrong honey whatever changed your mind baby ive asked myself these questions over a million times baby baby oh babymy whole world ended the moment you left me oh yes it did baby baby my whole world ended the moment you left me it tumbled down to the ground baby baby babyoh baby now my body is numb i feel feel so senseless to the touch my life is so wasted so wasted without you i guess i love too much too much oh baby how can i face tomorrow when yesterday is all i see i just dont want to face tomorrow if youre not sharing it with me baby baby oh tell me whymy whole world ended the moment you left me oh yes it did baby baby my whole world ended the moment you left me it tumbled down to the ground baby i keep holding on holding on although your love is gone baby ,1,Country_music,New Mexico music,,2516,
98,soul deep,the box tops,1969, darlin i dont know much i know i love you so much my life depends on your touchand my love is a river runnin soul deep way down inside me its asoul deep its too big to hide and it cant be denied my love is a river runnin soul deeeeeepi work myself to death for ya just to show i adore ya nothing i wouldnt do for yacause my love is a river runnin soul deep way down inside me its asoul deep its to big to hide and it cant be denied my love is a river runnin soul deeeeeepall i ever ever hope to be depends on your love for me baby believe me if you should leave me id be nothing but an empty shell i know darn well i can tell nowi dont know much but i know i love you so much my life depends on your touchand my love is a river runnin soul deep way down inside me its asoul deep its too big to hide and it cant be denied my love is a river runnin soul deeeeeepmy love is a river runnin soul deep way down inside me its asoul deep my love is a river runnin soul deep way down inside me its asoul deep ,1,Country_music,New Mexico music,,2517,
99,hooked on a feeling,bj thomas,1969, i cant stop this feelin deep inside of me girl you just dont realize what you do to me when ya hold me in your arms so tight you let me know everythings all righti im hooked on a feelin im high on believin that youre in love with melips are sweet as candy the taste stays on my mind girl you keep me thirsty for another cup of wine i got it bad for you girl but i dont need a cure ill just stay addicted and hope i can endureall the good love when were all alone keep it up girl yeah ya turn me oni im hooked on a feelin im high on believin that youre in love with meall the good love when were all alone keep it up girl yeah ya turn me oni im hooked on a feelin im high on believin that youre in love with me ,1,Country_music,New Mexico music,,2518,
